20.04.26,14:53:44,A1,NIO,12,0,0,0, ,VE1,2602,1966,   0,   0, 868, 887,   0,   0,   0,   0,2283,1721,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:54:05,A1,IO,13,0,0,0, ,VE1,2413,2026,   0,   0, 932,1006,   0,   0,   0,   0,2116,1790,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:54:21,A1,IO,14,0,0,0, ,VE1,2433,1942,   0,   0, 999, 958,   0,   0,   0,   0,2150,1713,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:54:35,A1,IO,15,0,0,0, ,VE1,2507,1935,   0,   0, 987, 921,   0,   0,   0,   0,2201,1722,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:54:50,A1,IO,16,0,0,0, ,VE1,2579,2044,   0,   0,1016,1034,   0,   0,   0,   0,2267,1803,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:55:10,A1,IO,17,0,0,0, ,VE1,2410,2078,   0,   0, 983,1037,   0,   0,   0,   0,2119,1843,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:55:34,A1,IO,18,0,0,0, ,VE1,2580,2116,   0,   0, 981,1083,   0,   0,   0,   0,2270,1880,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:55:58,A1,IO,19,0,0,0, ,VE1,2372,2070,   0,   0, 840,1002,   0,   0,   0,   0,2069,1852,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:56:29,A1,IO,20,0,0,0, ,VE1,2286,2100,   0,   0, 922,1054,   0,   0,   0,   0,1997,1863,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:56:48,A1,IO,21,0,0,0, ,VE1,2464,2047,   0,   0, 985,1051,   0,   0,   0,   0,2162,1813,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:57:04,A1,IO,22,0,0,0, ,VE1,2497,2076,   0,   0,1019,1014,   0,   0,   0,   0,2205,1814,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:57:19,A1,IO,23,0,0,0, ,VE1,2581,1970,   0,   0, 969, 943,   0,   0,   0,   0,2274,1719,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:57:41,A1,IO,24,0,0,0, ,VE1,2509,2180,   0,   0, 986,1110,   0,   0,   0,   0,2209,1929,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:57:59,A1,IO,25,0,0,0, ,VE1,2341,2025,   0,   0, 908, 998,   0,   0,   0,   0,2056,1809,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:58:27,A1,IO,26,0,0,0, ,VE1,2511,1998,   0,   0, 954,1029,   0,   0,   0,   0,2220,1788,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:58:45,A1,IO,27,0,0,0, ,VE1,2458,2042,   0,   0, 952,1000,   0,   0,   0,   0,2156,1802,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,14:59:02,A1,IO,28,0,0,0, ,VE1,2414,2086,   0,   0, 890,1056,   0,   0,   0,   0,2106,1858,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:08:43,A1,NIO,29,0,0,0, ,VE1,2471,1891,   0,   0, 938, 835,   0,   0,   0,   0,2150,1641,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:12:42,A1,IO,30,0,0,0, ,VE1,2414,2165,   0,   0, 980,1114,   0,   0,   0,   0,2126,1916,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:13:00,A1,IO,31,0,0,0, ,VE1,2392,1996,   0,   0, 877, 959,   0,   0,   0,   0,2093,1760,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:13:16,A1,IO,32,0,0,0, ,VE1,2509,2060,   0,   0,1013,1033,   0,   0,   0,   0,2219,1806,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:13:37,A1,IO,33,0,0,0, ,VE1,2565,1948,   0,   0, 870, 925,   0,   0,   0,   0,2251,1704,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:13:56,A1,IO,34,0,0,0, ,VE1,2260,2057,   0,   0, 915,1042,   0,   0,   0,   0,1983,1817,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:14:39,A1,IO,35,0,0,0, ,VE1,2482,2015,   0,   0,1023, 974,   0,   0,   0,   0,2177,1764,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:14:57,A1,IO,36,0,0,0, ,VE1,2444,2114,   0,   0,1026,1112,   0,   0,   0,   0,2146,1887,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:18:53,A1,IO,37,0,0,0, ,VE1,2457,2050,   0,   0, 985,1052,   0,   0,   0,   0,2160,1818,   0,   0,   0,   0,   0,   0,   0,   0,
20.04.26,15:19:10,A1,IO,38,0,0,0, ,VE1,2473,1952,   0,   0, 950, 918,   0,   0,   0,   0,2176,1714,   0,   0,   0,   0,   0,   0,   0,   0,
